name,class,label,count
miR-2b-3p,miR-2,1,181
miR-2-3-5p,miR-2,1,181
miR-2-1-5p,miR-2,1,181
miR-2-2-5p,miR-2,1,181
miR-2c-5p,miR-2,1,181
miR-2a,miR-2,1,181
miR-2b,miR-2,1,181
miR-2c,miR-2,1,181
miR-2c,miR-2,1,181
miR-2d,miR-2,1,181
miR-2d,miR-2,1,181
miR-2e-5p,miR-2,1,181
miR-2e-3p,miR-2,1,181
miR-2f-5p,miR-2,1,181
miR-2f-3p,miR-2,1,181
miR-2-5p,miR-2,1,181
miR-2b,miR-2,1,181
miR-2e,miR-2,1,181
miR-2f,miR-2,1,181
miR-2g,miR-2,1,181
miR-2b,miR-2,1,181
miR-2a,miR-2,1,181
miR-2b-3p,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2c,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2a-3p,miR-2,1,181
miR-2b,miR-2,1,181
miR-2a,miR-2,1,181
miR-2b,miR-2,1,181
miR-2c,miR-2,1,181
miR-2a,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2a-3p,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2b-3p,miR-2,1,181
miR-2c-5p,miR-2,1,181
miR-2c-3p,miR-2,1,181
miR-2d-5p,miR-2,1,181
miR-2d-3p,miR-2,1,181
miR-2e-5p,miR-2,1,181
miR-2e-3p,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2a-3p,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2b-3p,miR-2,1,181
miR-2c-5p,miR-2,1,181
miR-2c-3p,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2c-5p,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2b-3p,miR-2,1,181
miR-2-5p,miR-2,1,181
miR-2-3p,miR-2,1,181
miR-2a,miR-2,1,181
miR-2b,miR-2,1,181
miR-2c,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2c-5p,miR-2,1,181
miR-2d-5p,miR-2,1,181
miR-2e-5p,miR-2,1,181
miR-2i-5p,miR-2,1,181
miR-2i-3p,miR-2,1,181
miR-2g-5p,miR-2,1,181
miR-2g-3p,miR-2,1,181
miR-2e,miR-2,1,181
miR-2-5p,miR-2,1,181
miR-2-3p,miR-2,1,181
miR-2d,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2a-3p,miR-2,1,181
miR-2-5p,miR-2,1,181
miR-2-3p,miR-2,1,181
miR-2f-3p,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2b,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2a-3p,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2b-3p,miR-2,1,181
miR-2c-5p,miR-2,1,181
miR-2c-3p,miR-2,1,181
miR-2d-5p,miR-2,1,181
miR-2d-3p,miR-2,1,181
miR-2f,miR-2,1,181
miR-2h-5p,miR-2,1,181
miR-2h-3p,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2-5p,miR-2,1,181
miR-2-3p,miR-2,1,181
miR-2d-5p,miR-2,1,181
miR-2d-3p,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2a-3p,miR-2,1,181
miR-2b,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2b-3p,miR-2,1,181
miR-2c-5p,miR-2,1,181
miR-2c-3p,miR-2,1,181
miR-2c-5p,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2a,miR-2,1,181
miR-2b,miR-2,1,181
miR-2c,miR-2,1,181
miR-2d,miR-2,1,181
miR-2e,miR-2,1,181
miR-2f,miR-2,1,181
miR-2b,miR-2,1,181
miR-2a-2,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2b-3p,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2a-3p,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2b-2-5p,miR-2,1,181
miR-2c-5p,miR-2,1,181
miR-2c-3p,miR-2,1,181
miR-2d-5p,miR-2,1,181
miR-2e-5p,miR-2,1,181
miR-2e-3p,miR-2,1,181
miR-2f-5p,miR-2,1,181
miR-2f-3p,miR-2,1,181
miR-2g-5p,miR-2,1,181
miR-2g-2-5p,miR-2,1,181
miR-2a-3p,miR-2,1,181
miR-2b-3p,miR-2,1,181
miR-2a-5p,miR-2,1,181
miR-2a-3p,miR-2,1,181
miR-2b-5p,miR-2,1,181
miR-2c-5p,miR-2,1,181
miR-2c-3p,miR-2,1,181
miR-2d-5p,miR-2,1,181
miR-2d-3p,miR-2,1,181
miR-2e-5p,miR-2,1,181
miR-2e-3p,miR-2,1,181
miR-2f-5p,miR-2,1,181
miR-2f-3p,miR-2,1,181
miR-2g-5p,miR-2,1,181
miR-2g-3p,miR-2,1,181
miR-2h-5p,miR-2,1,181
miR-2h-3p,miR-2,1,181
miR-2i-5p,miR-2,1,181
miR-2i-3p,miR-2,1,181
miR-2j-5p,miR-2,1,181
miR-2j-3p,miR-2,1,181
miR-2k-5p,miR-2,1,181
miR-2k-3p,miR-2,1,181
Ach-miRN2a,miR-2,1,181
Scu-miRN2,miR-2,1,181
Pca-miRN2,miR-2,1,181
Tca-miRN2,miR-2,1,181
Cca-miRN2,miR-2,1,181
Cca-miRN2,miR-2,1,181
Dca-miRN2,miR-2,1,181
sit-miR02-npr,miR-2,1,181
miR-3-5p,miR-3,421,10
miR-3-3p,miR-3,421,10
miR-3-5p,miR-3,421,10
Ach-miRN3a,miR-3,421,10
Vco-miRN3,miR-3,421,10
Scu-miRN3,miR-3,421,10
Zju-miRN3,miR-3,421,10
Tca-miRN3,miR-3,421,10
Cca-miRN3,miR-3,421,10
sit-miR03-npr,miR-3,421,10
miR-4-5p,miR-4,351,12
miR-4-3p,miR-4,351,12
miR-4-5p,miR-4,351,12
miR-4,miR-4,351,12
Ach-miRN4,miR-4,351,12
Vco-miRN4,miR-4,351,12
Scu-miRN4,miR-4,351,12
Pca-miRN4,miR-4,351,12
Tca-miRN4,miR-4,351,12
Cca-miRN4,miR-4,351,12
Dca-miRN4,miR-4,351,12
sit-miR04-npr,miR-4,351,12
miR-5-5p,miR-5,422,10
miR-5-3p,miR-5,422,10
miR-5-3p,miR-5,422,10
miR-5b,miR-5,422,10
miR-5a,miR-5,422,10
Ach-miRN5a,miR-5,422,10
Vco-miRN5,miR-5,422,10
Tca-miRN5,miR-5,422,10
Cca-miRN5,miR-5,422,10
sit-miR05-npr,miR-5,422,10
miR-6-1-5p,miR-6,293,14
miR-6-3p,miR-6,293,14
miR-6-2-5p,miR-6,293,14
miR-6-3-5p,miR-6,293,14
miR-6-2-5p,miR-6,293,14
miR-6-3-5p,miR-6,293,14
miR-6-1-5p,miR-6,293,14
miR-6,miR-6,293,14
Ach-miRN6,miR-6,293,14
Sol-miRN6,miR-6,293,14
Tca-miRN6,miR-6,293,14
Cca-miRN6,miR-6,293,14
Cca-miRN6,miR-6,293,14
sit-miR06-1-npr,miR-6,293,14
miR-7-5p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7-5p,miR-7,20,93
miR-7-1-3p,miR-7,20,93
miR-7-2-3p,miR-7,20,93
miR-7a-1-3p,miR-7,20,93
miR-7a-2-3p,miR-7,20,93
miR-7b-5p,miR-7,20,93
miR-7b-3p,miR-7,20,93
miR-7b,miR-7,20,93
miR-7,miR-7,20,93
miR-7b,miR-7,20,93
miR-7b,miR-7,20,93
miR-7,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7a-5p,miR-7,20,93
miR-7a-3p,miR-7,20,93
miR-7b-5p,miR-7,20,93
miR-7b-3p,miR-7,20,93
miR-7c-5p,miR-7,20,93
miR-7c-3p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7-1-3p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7-5p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7d-5p,miR-7,20,93
miR-7d-3p,miR-7,20,93
miR-7-1-3p,miR-7,20,93
miR-7-4-3p,miR-7,20,93
miR-7-5p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7a-3p,miR-7,20,93
miR-7b,miR-7,20,93
miR-7-5p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7-5p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7-1-3p,miR-7,20,93
miR-7-2-3p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7,miR-7,20,93
miR-7,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7a-1-3p,miR-7,20,93
miR-7a-2-3p,miR-7,20,93
miR-7a-3-3p,miR-7,20,93
miR-7a-4-3p,miR-7,20,93
miR-7a-5-3p,miR-7,20,93
miR-7-5p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7b,miR-7,20,93
miR-7a,miR-7,20,93
miR-7b,miR-7,20,93
miR-7a,miR-7,20,93
miR-7-5p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7a-2-3p,miR-7,20,93
miR-7a-3p,miR-7,20,93
miR-7a-2-3p,miR-7,20,93
miR-7a-3-3p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7-3-3p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7-2-3p,miR-7,20,93
miR-7-3-3p,miR-7,20,93
miR-7a-5p,miR-7,20,93
miR-7b-2-3p,miR-7,20,93
miR-7-5p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7b-5p,miR-7,20,93
miR-7b-3p,miR-7,20,93
miR-7b-5p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7-3p,miR-7,20,93
miR-7a-5p,miR-7,20,93
miR-7b-3p,miR-7,20,93
miR-7-2-3p,miR-7,20,93
miR-7-3-3p,miR-7,20,93
miR-7-3-3p,miR-7,20,93
miR-7-5p,miR-7,20,93
miR-7-3p,miR-7,20,93
Ach-miRN7,miR-7,20,93
Sol-miRN7,miR-7,20,93
Vco-miRN7,miR-7,20,93
Scu-miRN7,miR-7,20,93
Tca-miRN7,miR-7,20,93
Cca-miRN7,miR-7,20,93
Dca-miRN7,miR-7,20,93
miR-8-5p,miR-8,129,27
miR-8-3p,miR-8,129,27
miR-8a-5p,miR-8,129,27
miR-8a-3p,miR-8,129,27
miR-8-3p,miR-8,129,27
miR-8b-5p,miR-8,129,27
miR-8b-3p,miR-8,129,27
miR-8-3p,miR-8,129,27
miR-8,miR-8,129,27
miR-8-5p,miR-8,129,27
miR-8-3p,miR-8,129,27
miR-8-5p,miR-8,129,27
miR-8-3p,miR-8,129,27
miR-8-5p,miR-8,129,27
miR-8-5p,miR-8,129,27
miR-8-5p,miR-8,129,27
miR-8-3p,miR-8,129,27
miR-8,miR-8,129,27
miR-8-5p,miR-8,129,27
miR-8-5p,miR-8,129,27
miR-8-5p,miR-8,129,27
Ach-miRN8,miR-8,129,27
Sol-miRN8,miR-8,129,27
Scu-miRN8,miR-8,129,27
Zju-miRN8,miR-8,129,27
Cca-miRN8,miR-8,129,27
sit-miR08-npr,miR-8,129,27
miR-9a-5p,miR-9,13,110
miR-9a-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9c-5p,miR-9,13,110
miR-9c-3p,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9b-3p,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9b,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9-4-3p,miR-9,13,110
miR-9-7-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9b-3p,miR-9,13,110
miR-9-5p,miR-9,13,110
miR-9a-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9b-3p,miR-9,13,110
miR-9b,miR-9,13,110
miR-9c-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9b-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9-5p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9a-3p,miR-9,13,110
miR-9a-3p,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9b-3p,miR-9,13,110
miR-9a-5p,miR-9,13,110
miR-9a-3p,miR-9,13,110
miR-9c-5p,miR-9,13,110
miR-9c-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9d,miR-9,13,110
miR-9-5p,miR-9,13,110
miR-9c-3p,miR-9,13,110
miR-9b,miR-9,13,110
miR-9b,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9b-3p,miR-9,13,110
miR-9-5p,miR-9,13,110
miR-9c-3p,miR-9,13,110
miR-9c-5p,miR-9,13,110
miR-9c-3p,miR-9,13,110
miR-9d-5p,miR-9,13,110
miR-9d-3p,miR-9,13,110
miR-9a-3p,miR-9,13,110
miR-9b,miR-9,13,110
miR-9-5p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9-5p,miR-9,13,110
miR-9-1-3p,miR-9,13,110
miR-9-3-3p,miR-9,13,110
miR-9-5p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9a-3p,miR-9,13,110
miR-9e-5p,miR-9,13,110
miR-9e-3p,miR-9,13,110
miR-9b,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9b-3p,miR-9,13,110
miR-9a-5p,miR-9,13,110
miR-9a-3p,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9b-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9a-1-3p,miR-9,13,110
miR-9a-6-3p,miR-9,13,110
miR-9a-7-3p,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9-5p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9a,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9b-3p,miR-9,13,110
miR-9-5p,miR-9,13,110
miR-9-5p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9-4-3p,miR-9,13,110
miR-9-1-5p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9-2-5p,miR-9,13,110
miR-9-3-5p,miR-9,13,110
miR-9-4-5p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9a-3p,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9b-3p,miR-9,13,110
miR-9b,miR-9,13,110
miR-9c-5p,miR-9,13,110
miR-9,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9-5p,miR-9,13,110
miR-9-3p,miR-9,13,110
miR-9b-5p,miR-9,13,110
miR-9b-3p,miR-9,13,110
miR-9b-3p,miR-9,13,110
Ach-miRN9,miR-9,13,110
Sol-miRN9,miR-9,13,110
Tca-miRN9,miR-9,13,110
Cca-miRN9,miR-9,13,110
sit-miR09-1-npr,miR-9,13,110
miR-10-5p,miR-10,8,116
miR-10-3p,miR-10,8,116
miR-10b-5p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10a-5p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10b-5p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10b-5p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10,miR-10,8,116
miR-10a-5p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10b-2-3p,miR-10,8,116
miR-10c-5p,miR-10,8,116
miR-10c-3p,miR-10,8,116
miR-10d-5p,miR-10,8,116
miR-10d-3p,miR-10,8,116
miR-10c,miR-10,8,116
miR-10d,miR-10,8,116
miR-10b-5p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10b-5p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10b,miR-10,8,116
miR-10c,miR-10,8,116
miR-10a,miR-10,8,116
miR-10b,miR-10,8,116
miR-10c,miR-10,8,116
miR-10,miR-10,8,116
miR-10-3p,miR-10,8,116
miR-10a-5p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10d,miR-10,8,116
miR-10-5p,miR-10,8,116
miR-10-3p,miR-10,8,116
miR-10b-5p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10a,miR-10,8,116
miR-10a-5p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10-3p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10c-5p,miR-10,8,116
miR-10c-3p,miR-10,8,116
miR-10-5p,miR-10,8,116
miR-10-3p,miR-10,8,116
miR-10d,miR-10,8,116
miR-10b,miR-10,8,116
miR-10a,miR-10,8,116
miR-10b,miR-10,8,116
miR-10-3p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10c,miR-10,8,116
miR-10-5p,miR-10,8,116
miR-10a,miR-10,8,116
miR-10b,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10a-2-3p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10d-5p,miR-10,8,116
miR-10d-3p,miR-10,8,116
miR-10a-5p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10b-5p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10c-5p,miR-10,8,116
miR-10c-3p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10c-3p,miR-10,8,116
miR-10c-5p,miR-10,8,116
miR-10c-3p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10b-2-3p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10c-5p,miR-10,8,116
miR-10-3p,miR-10,8,116
miR-10-3p,miR-10,8,116
miR-10d,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10c-3p,miR-10,8,116
miR-10d-3p,miR-10,8,116
miR-10,miR-10,8,116
miR-10a-5p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10-5p,miR-10,8,116
miR-10a-5p,miR-10,8,116
miR-10b-5p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10a-5p,miR-10,8,116
miR-10a-3p,miR-10,8,116
miR-10b-5p,miR-10,8,116
miR-10b-3p,miR-10,8,116
miR-10a,miR-10,8,116
miR-10c-5p,miR-10,8,116
miR-10c-3p,miR-10,8,116
Ach-miRN10a,miR-10,8,116
Sol-miRN10,miR-10,8,116
Vco-miRN10,miR-10,8,116
Scu-miRN10,miR-10,8,116
Zju-miRN10,miR-10,8,116
Pca-miRN10,miR-10,8,116
Tca-miRN10,miR-10,8,116
Cca-miRN10,miR-10,8,116
Cca-miRN10,miR-10,8,116
Dca-miRN10,miR-10,8,116
sit-miR10-npr,miR-10,8,116
miR-11-5p,miR-11,169,22
miR-11-3p,miR-11,169,22
miR-11,miR-11,169,22
miR-11-5p,miR-11,169,22
miR-11-5p,miR-11,169,22
miR-11-3p,miR-11,169,22
miR-11-5p,miR-11,169,22
miR-11-5p,miR-11,169,22
miR-11-3p,miR-11,169,22
miR-11-5p,miR-11,169,22
miR-11-3p,miR-11,169,22
miR-11-5p,miR-11,169,22
miR-11-5p,miR-11,169,22
miR-11-3p,miR-11,169,22
miR-11-5p,miR-11,169,22
miR-11-3p,miR-11,169,22
Ach-miRN11,miR-11,169,22
Sol-miRN11,miR-11,169,22
Scu-miRN11,miR-11,169,22
Pca-miRN11,miR-11,169,22
Cca-miRN11,miR-11,169,22
sit-miR11-npr,miR-11,169,22
miR-12-5p,miR-12,130,27
miR-12-3p,miR-12,130,27
miR-12-5p,miR-12,130,27
miR-12-3p,miR-12,130,27
miR-12-5p,miR-12,130,27
miR-12-3p,miR-12,130,27
miR-12,miR-12,130,27
miR-12,miR-12,130,27
miR-12-3p,miR-12,130,27
miR-12-5p,miR-12,130,27
miR-12b-5p,miR-12,130,27
miR-12b-3p,miR-12,130,27
miR-12a-5p,miR-12,130,27
miR-12a-3p,miR-12,130,27
miR-12,miR-12,130,27
miR-12-5p,miR-12,130,27
miR-12-3p,miR-12,130,27
miR-12-3p,miR-12,130,27
miR-12-5p,miR-12,130,27
miR-12-3p,miR-12,130,27
Ach-miRN12,miR-12,130,27
Vco-miRN12,miR-12,130,27
Scu-miRN12,miR-12,130,27
Zju-miRN12,miR-12,130,27
Pca-miRN12,miR-12,130,27
Cca-miRN12,miR-12,130,27
sit-miR12-npr,miR-12,130,27
miR-13a-5p,miR-13,88,38
miR-13a-3p,miR-13,88,38
miR-13b-1-5p,miR-13,88,38
miR-13b-3p,miR-13,88,38
miR-13b-2-5p,miR-13,88,38
miR-13-5p,miR-13,88,38
miR-13-3p,miR-13,88,38
miR-13a-3p,miR-13,88,38
miR-13a-5p,miR-13,88,38
miR-13a-3p,miR-13,88,38
miR-13b-5p,miR-13,88,38
miR-13b-3p,miR-13,88,38
miR-13a-5p,miR-13,88,38
miR-13a-3p,miR-13,88,38
miR-13b-5p,miR-13,88,38
miR-13a-5p,miR-13,88,38
miR-13b-5p,miR-13,88,38
miR-13b-2-5p,miR-13,88,38
miR-13b-3p,miR-13,88,38
miR-13-5p,miR-13,88,38
miR-13-3p,miR-13,88,38
miR-13,miR-13,88,38
miR-13b-5p,miR-13,88,38
miR-13b-3p,miR-13,88,38
miR-13a-5p,miR-13,88,38
miR-13a-3p,miR-13,88,38
miR-13a-5p,miR-13,88,38
miR-13b-5p,miR-13,88,38
miR-13a-5p,miR-13,88,38
miR-13a-3p,miR-13,88,38
miR-13b-5p,miR-13,88,38
miR-13b-3p,miR-13,88,38
Ach-miRN13a,miR-13,88,38
Vco-miRN13,miR-13,88,38
Scu-miRN13,miR-13,88,38
Cca-miRN13,miR-13,88,38
Dca-miRN13,miR-13,88,38
sit-miR13-npr,miR-13,88,38
miR-14-5p,miR-14,273,15
miR-14-3p,miR-14,273,15
miR-14,miR-14,273,15
miR-14-5p,miR-14,273,15
miR-14-5p,miR-14,273,15
miR-14-5p,miR-14,273,15
miR-14-5p,miR-14,273,15
miR-14-5p,miR-14,273,15
miR-14-3p,miR-14,273,15
Ach-miRN14,miR-14,273,15
Sol-miRN14,miR-14,273,15
Scu-miRN14,miR-14,273,15
Pca-miRN14,miR-14,273,15
Cca-miRN14,miR-14,273,15
Dca-miRN14,miR-14,273,15
miR-15a-5p,miR-15,23,83
miR-15a-3p,miR-15,23,83
miR-15b-5p,miR-15,23,83
miR-15b-3p,miR-15,23,83
miR-15a-3p,miR-15,23,83
miR-15a,miR-15,23,83
miR-15b-5p,miR-15,23,83
miR-15b-3p,miR-15,23,83
miR-15a-5p,miR-15,23,83
miR-15a-3p,miR-15,23,83
miR-15b-5p,miR-15,23,83
miR-15b-3p,miR-15,23,83
miR-15a-3p,miR-15,23,83
miR-15b,miR-15,23,83
miR-15a,miR-15,23,83
miR-15c,miR-15,23,83
miR-15b,miR-15,23,83
miR-15a-5p,miR-15,23,83
miR-15c-5p,miR-15,23,83
miR-15c-3p,miR-15,23,83
miR-15b-5p,miR-15,23,83
miR-15b-3p,miR-15,23,83
miR-15b,miR-15,23,83
miR-15b-3p,miR-15,23,83
miR-15-5p,miR-15,23,83
miR-15-3p,miR-15,23,83
miR-15a,miR-15,23,83
miR-15b,miR-15,23,83
miR-15b-5p,miR-15,23,83
